,term,cosine_sim_with_core, closest_terms_from_core
20,population,0.27752927,"[('population', 1.0000001192092896), ('populations', 0.7225896716117859), ('density', 0.46015921235084534)]"
21,populations,0.31536728,"[('populations', 0.9999997615814209), ('population', 0.7225896716117859), ('ecological', 0.4808553457260132)]"
22,reliability,0.19123441,"[('reliability', 1.0000001192092896), ('accountability', 0.31146395206451416), ('legitimacy', 0.2741283178329468)]"
23,resistance_change,0.18464822,"[('resistance_change', 1.0), ('inertia', 0.42805996537208557), ('evolution', 0.2582188844680786)]"
24,selection,0.25003222,"[('selection', 1.0), ('natural_selection', 0.43300849199295044), ('evolution', 0.42007794976234436)]"
25,specialism,0.23773627,"[('specialism', 1.000000238418579), ('generalist', 0.4035523235797882), ('specialist', 0.3450506925582886)]"
26,specialist,0.2418483,"[('specialist', 1.0), ('generalist', 0.5149348378181458), ('specialism', 0.3450506925582886)]"
27,structural_inertia,0.31624404,"[('structural_inertia', 1.0000001192092896), ('ecological', 0.4243152141571045), ('inertia', 0.41358715295791626)]"
28,survival,0.3238466,"[('survival', 1.0000001192092896), ('evolution', 0.44230586290359497), ('niche', 0.3837747871875763)]"
0,accountability,0.18670422,"[('accountability', 0.9999998807907104), ('legitimacy', 0.37235188484191895), ('reliability', 0.31146395206451416)]"
1,adaptation,0.284114,"[('evolution', 0.5311775803565979), ('evolutionary', 0.48334819078445435), ('survival', 0.46414366364479065)]"
2,adaptive,0.27502587,"[('evolutionary', 0.4923815131187439), ('evolution', 0.45301303267478943), ('survival', 0.42547595500946045)]"
3,carrying_capacities,0.23694268,"[('carrying_capacity', 0.5867270231246948), ('populations', 0.38302356004714966), ('density', 0.37232887744903564)]"
4,carrying_capacity,0.29651725,"[('carrying_capacity', 0.9999999403953552), ('niche', 0.4797203540802002), ('density', 0.43774792551994324)]"
5,coarse_grained,0.22670074,"[('niche', 0.38187116384506226), ('ecological', 0.3654889464378357), ('generalist', 0.33602774143218994)]"
6,competitive_pressures,0.2228653,"[('competition', 0.5527389645576477), ('structural_inertia', 0.29871517419815063), ('survival', 0.2948012948036194)]"
7,death_rate,0.26722953,"[('death_rate', 1.000000238418579), ('failure_rate', 0.4616333842277527), ('population', 0.43764883279800415)]"
8,death_rates,0.27615142,"[('death_rate', 0.7677595019340515), ('populations', 0.4437601566314697), ('population', 0.4069352149963379)]"
9,density,0.27983785,"[('density', 0.9999999403953552), ('population', 0.46015921235084534), ('failure_rate', 0.4552730619907379)]"
10,disbanding,0.22584563,"[('structural_inertia', 0.3820790946483612), ('inertia', 0.36006560921669006), ('survival', 0.3600126802921295)]"
11,ecological,0.32861298,"[('ecological', 1.0), ('ecology', 0.6405127048492432), ('populations', 0.4808553457260132)]"
12,ecologists,0.27399385,"[('ecological', 0.5289987921714783), ('ecology', 0.4960433542728424), ('niche', 0.4214230179786682)]"
13,ecology,0.28929523,"[('ecology', 1.0000001192092896), ('ecological', 0.6405127048492432), ('evolution', 0.44719210267066956)]"
14,evolution,0.35073724,"[('evolution', 1.0000001192092896), ('evolutionary', 0.7657392024993896), ('natural_selection', 0.6152126789093018)]"
15,evolutionary,0.31119752,"[('evolutionary', 1.0), ('evolution', 0.7657392024993896), ('natural_selection', 0.6384547352790833)]"
16,extinction,0.24161994,"[('evolution', 0.4190303087234497), ('evolutionary', 0.41880255937576294), ('natural_selection', 0.390908420085907)]"
17,failure_rate,0.2642001,"[('failure_rate', 1.0), ('death_rate', 0.4616333842277527), ('density', 0.4552730619907379)]"
18,failure_rates,0.2770813,"[('failure_rate', 0.6495891809463501), ('density', 0.4653453826904297), ('death_rate', 0.46230795979499817)]"
19,fitness,0.24683285,"[('fitness', 1.0), ('survival', 0.3277308940887451), ('natural_selection', 0.32032841444015503)]"
20,founding,0.30360436,"[('organizational_form', 0.5159220695495605), ('structural_inertia', 0.44562944769859314), ('density', 0.441178560256958)]"
21,generalist,0.24285682,"[('generalist', 1.0), ('specialist', 0.5149348378181458), ('specialism', 0.4035523235797882)]"
22,generalists,0.2596714,"[('generalist', 0.6176531910896301), ('specialist', 0.4654049873352051), ('specialism', 0.42268311977386475)]"
23,inertia,0.28274158,"[('inertia', 1.0000001192092896), ('resistance_change', 0.42805996537208557), ('structural_inertia', 0.41358715295791626)]"
24,inertial,0.23836192,"[('inertial', 1.0000001192092896), ('inertia', 0.38964518904685974), ('natural_selection', 0.34998345375061035)]"
25,legitimacy,0.2702671,"[('legitimacy', 0.9999998807907104), ('legitimate', 0.6174986362457275), ('organizational_form', 0.37397056818008423)]"
26,liabilities_newness,0.2368706,"[('structural_inertia', 0.40843647718429565), ('organizational_form', 0.36917972564697266), ('inertia', 0.3587943911552429)]"
27,liability_newness,0.29146016,"[('structural_inertia', 0.5885844230651855), ('death_rate', 0.45887258648872375), ('organizational_form', 0.4379763901233673)]"
28,liability_smallness,0.24478689,"[('structural_inertia', 0.4953567385673523), ('death_rate', 0.37225520610809326), ('failure_rate', 0.3474363684654236)]"
29,localized_competition,0.23122805,"[('density', 0.3970922827720642), ('niche', 0.3804219961166382), ('ecological', 0.36497581005096436)]"
30,mortality,0.2585514,"[('death_rate', 0.6445791721343994), ('populations', 0.4365285634994507), ('population', 0.4167298972606659)]"
31,niche,0.31695738,"[('niche', 1.0000001192092896), ('carrying_capacity', 0.4797203540802002), ('ecological', 0.4348103702068329)]"
32,niches,0.27573255,"[('niche', 0.7323968410491943), ('carrying_capacity', 0.44754087924957275), ('populations', 0.44175511598587036)]"
33,obsolescence,0.22935186,"[('evolution', 0.3890485167503357), ('survival', 0.36227792501449585), ('inertia', 0.35428035259246826)]"
34,organizational_change,0.316004,"[('structural_inertia', 0.5941314697265625), ('evolution', 0.47954830527305603), ('inertia', 0.47646021842956543)]"
35,organizational_form,0.3322797,"[('organizational_form', 0.9999998807907104), ('evolution', 0.489593505859375), ('natural_selection', 0.42150548100471497)]"
36,organizational_forms,0.33213484,"[('organizational_form', 0.6923313140869141), ('structural_inertia', 0.5089727640151978), ('evolution', 0.5045517086982727)]"
37,population,0.27752927,"[('population', 1.0000001192092896), ('populations', 0.7225896716117859), ('density', 0.46015921235084534)]"
38,populations,0.31536728,"[('populations', 0.9999997615814209), ('population', 0.7225896716117859), ('ecological', 0.4808553457260132)]"
39,resource_partitioning,0.29914007,"[('niche', 0.46020427346229553), ('carrying_capacity', 0.4525691568851471), ('competition', 0.4470093250274658)]"
40,selection,0.25003222,"[('selection', 1.0), ('natural_selection', 0.43300849199295044), ('evolution', 0.42007794976234436)]"
41,size_localized,0.25702253,"[('density', 0.41234099864959717), ('niche', 0.38292407989501953), ('populations', 0.37607401609420776)]"
42,specialism,0.23773627,"[('specialism', 1.000000238418579), ('generalist', 0.4035523235797882), ('specialist', 0.3450506925582886)]"
43,specialist,0.2418483,"[('specialist', 1.0), ('generalist', 0.5149348378181458), ('specialism', 0.3450506925582886)]"
44,specialists,0.21923321,"[('specialist', 0.6369262933731079), ('generalist', 0.4289088249206543), ('specialism', 0.3052603006362915)]"
45,specialization,0.2160973,"[('specialist', 0.4431162476539612), ('niche', 0.3640766143798828), ('competition', 0.3510669469833374)]"
46,species,0.2759135,"[('natural_selection', 0.5772438049316406), ('evolutionary', 0.5364611148834229), ('evolution', 0.4815940856933594)]"
47,succession,0.21912594,"[('ecological', 0.3698126971721649), ('structural_inertia', 0.36522895097732544), ('inertial', 0.3380378186702728)]"
48,survival,0.3238466,"[('survival', 1.0000001192092896), ('evolution', 0.44230586290359497), ('niche', 0.3837747871875763)]"
49,survive,0.25361437,"[('survival', 0.6129785776138306), ('niche', 0.34466075897216797), ('natural_selection', 0.3302101194858551)]"
