,term,cosine_sim_with_core, closest_terms_from_core
22,joint_venture,0.24145915,"[('joint_venture', 0.9999998807907104), ('merger', 0.3683885931968689), ('cooperation', 0.3674764633178711)]"
23,merge,0.20666735,"[('merge', 0.9999998807907104), ('merged', 0.45469459891319275), ('merger', 0.3647112250328064)]"
24,merged,0.18139179,"[('merged', 1.0000001192092896), ('merger', 0.46390849351882935), ('merge', 0.45469459891319275)]"
25,merger,0.22583434,"[('merger', 1.0), ('diversification', 0.4806649088859558), ('merged', 0.46390849351882935)]"
26,network,0.28537235,"[('network', 1.0), ('network', 1.0), ('exchange', 0.44262731075286865)]"
27,network,0.28537235,"[('network', 1.0), ('network', 1.0), ('exchange', 0.44262731075286865)]"
28,power,0.31271404,"[('power', 1.0), ('influence', 0.5586655735969543), ('control', 0.5359982848167419)]"
29,pressure,0.2205993,"[('pressure', 0.9999999403953552), ('influence', 0.39116576313972473), ('external', 0.3563782572746277)]"
30,resource_dependence,0.28045002,"[('resource_dependence', 1.0000001192092896), ('external', 0.5138654708862305), ('director_interlocks', 0.45688503980636597)]"
31,sanction,0.17668796,"[('sanction', 1.0), ('cooperate', 0.30425095558166504), ('pressure', 0.29492926597595215)]"
32,vertical,0.26430285,"[('vertical', 1.0), ('horizontal', 0.8096565008163452), ('diversification', 0.354740172624588)]"
0,structure,0.31345645,"[('power', 0.490367591381073), ('control', 0.4894442558288574), ('influence', 0.43324655294418335)]"
1,coordination,0.305418,"[('interdependence', 0.5395565032958984), ('cooperation', 0.4998036026954651), ('control', 0.4859520196914673)]"
2,linkages,0.30041838,"[('interdependence', 0.5268866419792175), ('interlocking', 0.4690251350402832), ('network', 0.43790119886398315)]"
3,corporations,0.28955173,"[('board_directors', 0.4844067692756653), ('interlock', 0.47364336252212524), ('director_interlocks', 0.4734993577003479)]"
4,organization,0.28833702,"[('control', 0.4881017208099365), ('external', 0.459866464138031), ('resource_dependence', 0.4468810260295868)]"
5,corporate,0.28684846,"[('diversification', 0.5324926376342773), ('board_directors', 0.4664227068424225), ('control', 0.4551047086715698)]"
6,networks,0.27811354,"[('network', 0.8475720882415771), ('network', 0.8475720882415771), ('exchange', 0.48405545949935913)]"
7,firm,0.2777857,"[('diversification', 0.5318625569343567), ('joint_venture', 0.4500358998775482), ('merger', 0.42665737867355347)]"
8,financial,0.27736866,"[('diversification', 0.5031980276107788), ('control', 0.44031018018722534), ('merger', 0.4225107431411743)]"
9,structures,0.2769342,"[('power', 0.4425205886363983), ('interdependent', 0.4079057276248932), ('constrain', 0.38976019620895386)]"
10,thus,0.27449834,"[('control', 0.46919092535972595), ('constraint', 0.4344467520713806), ('external', 0.38077881932258606)]"
11,ties,0.27281246,"[('network', 0.584490954875946), ('network', 0.584490954875946), ('interlock', 0.5121563673019409)]"
12,resource,0.27279124,"[('power', 0.44192373752593994), ('network', 0.41037464141845703), ('network', 0.41037464141845703)]"
13,relationships,0.2725166,"[('interdependence', 0.48372748494148254), ('influence', 0.4401722848415375), ('interdependent', 0.4072059988975525)]"
14,other,0.27187055,"[('control', 0.47548189759254456), ('external', 0.4305543899536133), ('influence', 0.4007512032985687)]"
15,finally,0.26971135,"[('control', 0.4102673828601837), ('influence', 0.39865225553512573), ('external', 0.36289316415786743)]"
16,also,0.26942658,"[('control', 0.4894639849662781), ('influence', 0.3842928409576416), ('external', 0.37697267532348633)]"
17,coalitions,0.2685791,"[('coalition', 0.7389717102050781), ('power', 0.4012422561645508), ('cooperation', 0.3717469274997711)]"
18,dominant,0.26851773,"[('dominance', 0.5546250343322754), ('power', 0.38761016726493835), ('vertical', 0.3687428832054138)]"
19,which,0.26837873,"[('control', 0.46648168563842773), ('constraint', 0.39807796478271484), ('external', 0.36763903498649597)]"
20,structural,0.26822427,"[('interdependence', 0.4200667142868042), ('power', 0.4076083302497864), ('external', 0.39656704664230347)]"
21,dependencies,0.26782325,"[('dependence', 0.5103352665901184), ('interdependence', 0.4737757742404938), ('network', 0.4206845164299011)]"
22,firms,0.26715454,"[('diversification', 0.541252076625824), ('joint_venture', 0.4630553126335144), ('merger', 0.4256625473499298)]"
23,business,0.26603872,"[('diversification', 0.5384094715118408), ('joint_venture', 0.4338451027870178), ('diversify', 0.3832000494003296)]"
24,economic,0.26585978,"[('diversification', 0.4529479742050171), ('exchange', 0.4225007891654968), ('control', 0.41196104884147644)]"
25,strategy,0.2655839,"[('diversification', 0.5674080848693848), ('control', 0.39932069182395935), ('resource_dependence', 0.3733181357383728)]"
26,relations,0.26447305,"[('interdependence', 0.4466142952442169), ('power', 0.4244537949562073), ('exchange', 0.40730786323547363)]"
27,competition,0.2644246,"[('interdependence', 0.5050015449523926), ('cooperation', 0.4420367479324341), ('dominance', 0.3611881732940674)]"
28,resources,0.2636364,"[('power', 0.45812833309173584), ('control', 0.4356578588485718), ('external', 0.3614056706428528)]"
29,internal,0.26291227,"[('external', 0.8202297687530518), ('control', 0.4669000506401062), ('resource_dependence', 0.4000069499015808)]"
30,strategic,0.26278704,"[('diversification', 0.4893772602081299), ('power', 0.4000244438648224), ('control', 0.38829702138900757)]"
31,alliances,0.26244918,"[('coalition', 0.5201313495635986), ('cooperation', 0.4283459186553955), ('interdependence', 0.35558784008026123)]"
32,corporation,0.26220113,"[('board_directors', 0.517591118812561), ('joint_venture', 0.4016820192337036), ('merger', 0.35740184783935547)]"
33,organizations,0.2611488,"[('resource_dependence', 0.5441015958786011), ('external', 0.43247413635253906), ('control', 0.3838111460208893)]"
34,industry,0.26039648,"[('diversification', 0.5438685417175293), ('joint_venture', 0.3731572926044464), ('diversify', 0.3454500138759613)]"
35,market,0.26014727,"[('diversification', 0.5196685791015625), ('exchange', 0.43235623836517334), ('joint_venture', 0.40621328353881836)]"
36,integration,0.2599371,"[('interdependence', 0.5308103561401367), ('diversification', 0.40643876791000366), ('control', 0.4047850966453552)]"
37,interlocking_directorates,0.25887275,"[('interlocking', 0.591142475605011), ('interlock', 0.5888376235961914), ('resource_dependence', 0.46240055561065674)]"
38,large_corporations,0.25835976,"[('board_directors', 0.45488202571868896), ('interlocking', 0.4386826455593109), ('resource_dependence', 0.4259161949157715)]"
39,coordinate,0.25835955,"[('cooperate', 0.4142877757549286), ('interdependent', 0.4126024544239044), ('control', 0.3609839975833893)]"
40,transactions,0.2577773,"[('exchange', 0.5783565044403076), ('external', 0.3577258884906769), ('vertical', 0.3462349772453308)]"
41,within,0.25724196,"[('interdependent', 0.3725559115409851), ('external', 0.37031346559524536), ('influence', 0.37011218070983887)]"
42,joint_ventures,0.25699645,"[('joint_venture', 0.8398683071136475), ('diversification', 0.3994206190109253), ('cooperation', 0.3645249307155609)]"
43,interlocks,0.2569389,"[('interlock', 0.7780416011810303), ('interlocking', 0.6110222935676575), ('director_interlocks', 0.5746163129806519)]"
44,operations,0.25667712,"[('control', 0.4378940463066101), ('diversification', 0.40375176072120667), ('diversify', 0.3688015937805176)]"
45,flows,0.2566489,"[('exchange', 0.44027236104011536), ('network', 0.41115784645080566), ('network', 0.41115784645080566)]"
46,relationship,0.25621185,"[('influence', 0.4600352942943573), ('dependence', 0.4207637906074524), ('interdependence', 0.41359835863113403)]"
47,international,0.25561717,"[('joint_venture', 0.4124292731285095), ('exchange', 0.41036152839660645), ('diversification', 0.4084598422050476)]"
48,subsidiaries,0.25556916,"[('joint_venture', 0.49838879704475403), ('diversification', 0.450074702501297), ('diversify', 0.3786793649196625)]"
49,multinational,0.2551595,"[('joint_venture', 0.47520244121551514), ('diversification', 0.470725417137146), ('director_interlocks', 0.3494170904159546)]"
50,its,0.25508472,"[('control', 0.4175747036933899), ('power', 0.3686057925224304), ('joint_venture', 0.3621219992637634)]"
51,activities,0.25433984,"[('control', 0.3717365860939026), ('diversify', 0.3583299219608307), ('interdependent', 0.3459416627883911)]"
52,markets,0.25399783,"[('diversification', 0.49094444513320923), ('exchange', 0.44980064034461975), ('diversify', 0.4307737648487091)]"
53,finance,0.25354823,"[('diversification', 0.47231027483940125), ('exchange', 0.3845168352127075), ('merger', 0.3746054172515869)]"
54,ownership,0.25352967,"[('control', 0.4765819311141968), ('joint_venture', 0.4703682065010071), ('board_directors', 0.43931329250335693)]"
55,form,0.2530519,"[('control', 0.37882575392723083), ('constraint', 0.3571266233921051), ('interdependent', 0.32596319913864136)]"
56,governance,0.25280532,"[('resource_dependence', 0.39842328429222107), ('joint_venture', 0.3469812870025635), ('control', 0.3462464213371277)]"
57,therefore,0.2526172,"[('control', 0.39814528822898865), ('external', 0.3438883423805237), ('influence', 0.3421287536621094)]"
58,vertical_integration,0.2525248,"[('diversification', 0.6122852563858032), ('vertical', 0.5142027139663696), ('diversify', 0.43827226758003235)]"
59,diversified,0.25198358,"[('diversification', 0.6533492803573608), ('diversify', 0.5788856148719788), ('merger', 0.3394993543624878)]"
60,leverage,0.25183702,"[('diversification', 0.4844086468219757), ('power', 0.412086546421051), ('diversify', 0.3858039379119873)]"
61,addition,0.25181502,"[('control', 0.4327293038368225), ('influence', 0.38137340545654297), ('external', 0.3789823651313782)]"
62,both,0.25122738,"[('control', 0.45795318484306335), ('power', 0.35512828826904297), ('external', 0.3540073335170746)]"
63,links,0.25094536,"[('network', 0.43953782320022583), ('network', 0.43953782320022583), ('interlocking', 0.4262467622756958)]"
64,competitive,0.25054064,"[('interdependence', 0.4035258889198303), ('cooperation', 0.3830219805240631), ('external', 0.3568868935108185)]"
65,vertically_integrated,0.25014147,"[('diversification', 0.502779483795166), ('vertical', 0.4406887888908386), ('diversify', 0.41333526372909546)]"
66,institutional,0.24998416,"[('resource_dependence', 0.4503172039985657), ('external', 0.4487670958042145), ('power', 0.38004234433174133)]"
67,companies,0.24983335,"[('joint_venture', 0.46349358558654785), ('board_directors', 0.4382888972759247), ('diversification', 0.42996424436569214)]"
68,example,0.24967286,"[('control', 0.4465208649635315), ('constraint', 0.3639885485172272), ('network', 0.3542141318321228)]"
69,similarly,0.24907494,"[('influence', 0.338870644569397), ('external', 0.3324122428894043), ('control', 0.3292105197906494)]"
70,exchanges,0.24864218,"[('exchange', 0.6353271007537842), ('cooperation', 0.4218391180038452), ('interdependence', 0.39664143323898315)]"
71,however,0.24853307,"[('control', 0.4722011983394623), ('power', 0.34385162591934204), ('influence', 0.33792462944984436)]"
72,strategies,0.24851392,"[('diversification', 0.47154146432876587), ('control', 0.3642604351043701), ('cooperation', 0.34867143630981445)]"
73,boards_directors,0.24829553,"[('board_directors', 0.6655275821685791), ('resource_dependence', 0.48576322197914124), ('interlock', 0.4333287179470062)]"
74,manage,0.24814513,"[('control', 0.4220080077648163), ('diversify', 0.3930593430995941), ('cooperate', 0.3589273691177368)]"
75,hierarchical,0.24806915,"[('vertical', 0.45786064863204956), ('horizontal', 0.43223801255226135), ('interdependence', 0.41820263862609863)]"
76,trade,0.24672286,"[('exchange', 0.5193246006965637), ('dependence', 0.38560187816619873), ('external', 0.3554961383342743)]"
77,consequently,0.24670176,"[('dependent', 0.3605394959449768), ('external', 0.3482465147972107), ('influence', 0.3353511691093445)]"
78,political,0.24669807,"[('power', 0.44877201318740845), ('influence', 0.42946165800094604), ('external', 0.4210320711135864)]"
79,government,0.24648473,"[('joint_venture', 0.3813845217227936), ('control', 0.37062907218933105), ('external', 0.3638266623020172)]"
80,through,0.24622579,"[('control', 0.4402846693992615), ('influence', 0.4256761074066162), ('external', 0.36365020275115967)]"
81,enterprise,0.2461773,"[('joint_venture', 0.43560001254081726), ('board_directors', 0.42094916105270386), ('diversification', 0.3937431573867798)]"
82,operating,0.2460196,"[('control', 0.42440053820610046), ('external', 0.37172049283981323), ('diversification', 0.36628907918930054)]"
83,either,0.24593122,"[('control', 0.38305580615997314), ('external', 0.3502471446990967), ('influence', 0.33665016293525696)]"
84,centralized,0.24586816,"[('control', 0.43374770879745483), ('power', 0.39828625321388245), ('horizontal', 0.37353694438934326)]"
85,indirect_interlocks,0.2457185,"[('director_interlocks', 0.49913638830184937), ('interlock', 0.4693060517311096), ('interlocking', 0.466768741607666)]"
86,need,0.24563524,"[('interdependence', 0.39093679189682007), ('control', 0.3808736801147461), ('external', 0.374320387840271)]"
87,units,0.24465266,"[('interdependent', 0.3713921904563904), ('control', 0.3532257676124573), ('network', 0.3502480685710907)]"
88,decentralized,0.24448349,"[('control', 0.39728879928588867), ('interdependent', 0.36584892868995667), ('horizontal', 0.339211106300354)]"
89,another,0.24400714,"[('control', 0.3720480799674988), ('external', 0.33452826738357544), ('constraint', 0.3087945282459259)]"
90,cooperative,0.24392377,"[('cooperation', 0.6779811978340149), ('cooperate', 0.5373855829238892), ('joint_venture', 0.4051746726036072)]"
91,link,0.24346086,"[('network', 0.3963157534599304), ('network', 0.3963157534599304), ('influence', 0.3844175636768341)]"
92,independent,0.2433728,"[('dependent', 0.5877439379692078), ('interdependent', 0.4289795458316803), ('influence', 0.38338610529899597)]"
93,tie,0.24335615,"[('interlock', 0.511966347694397), ('network', 0.456975519657135), ('network', 0.456975519657135)]"
94,among,0.24324955,"[('interdependence', 0.43031126260757446), ('influence', 0.389565646648407), ('interdependent', 0.37679415941238403)]"
95,capital,0.2430556,"[('exchange', 0.42593979835510254), ('diversification', 0.4153198003768921), ('control', 0.3856700658798218)]"
96,integrated,0.24302292,"[('interdependent', 0.49315059185028076), ('merged', 0.3831096887588501), ('network', 0.3679077625274658)]"
97,actors,0.24281621,"[('interdependent', 0.3969564735889435), ('power', 0.38524073362350464), ('network', 0.3646627962589264)]"
98,investment,0.2426492,"[('diversification', 0.4752446413040161), ('joint_venture', 0.39320194721221924), ('diversify', 0.3894737660884857)]"
99,amp,0.24262486,"[('diversification', 0.3919115662574768), ('control', 0.38970011472702026), ('joint_venture', 0.3535916805267334)]"
100,one,0.24231984,"[('control', 0.433382511138916), ('constraint', 0.37090152502059937), ('power', 0.3179929256439209)]"
101,moreover,0.24182765,"[('influence', 0.35948446393013), ('constrain', 0.3502161502838135), ('external', 0.33706721663475037)]"
102,transnational,0.24155772,"[('diversification', 0.40734606981277466), ('dependence', 0.4024405777454376), ('joint_venture', 0.3693934977054596)]"
103,industrial,0.24146062,"[('diversification', 0.382188081741333), ('control', 0.3721814453601837), ('power', 0.35839104652404785)]"
104,profitability,0.24139303,"[('diversification', 0.6410070061683655), ('director_interlocks', 0.36822032928466797), ('diversify', 0.36054372787475586)]"
105,transaction_cost,0.24133016,"[('resource_dependence', 0.5075883269309998), ('joint_venture', 0.43761491775512695), ('exchange', 0.4246227443218231)]"
106,position,0.24125381,"[('power', 0.4464794397354126), ('influence', 0.37843596935272217), ('dominance', 0.3539711833000183)]"
107,interest_groups,0.241243,"[('coalition', 0.44527894258499146), ('pressure', 0.3787609934806824), ('resource_dependence', 0.3699725568294525)]"
108,may,0.24102315,"[('control', 0.42964059114456177), ('power', 0.35962146520614624), ('external', 0.3569648265838623)]"
109,alliance,0.2401821,"[('coalition', 0.6681572794914246), ('cooperation', 0.39455413818359375), ('joint_venture', 0.3551638126373291)]"
110,decision_making,0.24014409,"[('power', 0.4869050681591034), ('influence', 0.48491963744163513), ('control', 0.4722459614276886)]"
111,furthermore,0.24013285,"[('dependent', 0.34051522612571716), ('influence', 0.3363509178161621), ('external', 0.3353217840194702)]"
112,concentration,0.23993005,"[('diversification', 0.4707948565483093), ('dependence', 0.41237127780914307), ('dominance', 0.4117399752140045)]"
113,key,0.23990741,"[('influence', 0.3888615667819977), ('control', 0.38250869512557983), ('power', 0.36799001693725586)]"
114,development,0.23990197,"[('cooperation', 0.4297349750995636), ('control', 0.4045945703983307), ('influence', 0.3726326525211334)]"
115,autonomy,0.23969087,"[('power', 0.4656398296356201), ('control', 0.43283703923225403), ('interdependence', 0.41231346130371094)]"
116,vertically_interdependent,0.23959798,"[('resource_dependence', 0.3636168837547302), ('horizontal', 0.3502879738807678), ('director_interlocks', 0.3443133234977722)]"
117,instance,0.23944649,"[('influence', 0.3359808325767517), ('external', 0.2967602014541626), ('network', 0.28319406509399414)]"
118,agency,0.23936407,"[('resource_dependence', 0.40519049763679504), ('control', 0.3797859847545624), ('external', 0.37595006823539734)]"
119,new,0.2392657,"[('control', 0.432775616645813), ('power', 0.3842717409133911), ('external', 0.35572922229766846)]"
120,related,0.23915672,"[('diversification', 0.43131616711616516), ('influence', 0.4261220097541809), ('control', 0.4231051802635193)]"
121,environment,0.23900755,"[('external', 0.5220012664794922), ('control', 0.42462900280952454), ('influence', 0.40232670307159424)]"
122,directors,0.23889355,"[('board_directors', 0.6327453851699829), ('interlock', 0.5255122184753418), ('interlocking', 0.4155977964401245)]"
123,organizational,0.23855107,"[('resource_dependence', 0.47742125391960144), ('external', 0.4261062741279602), ('influence', 0.40902483463287354)]"
124,competing,0.23837702,"[('interdependent', 0.41242891550064087), ('interdependence', 0.3644663691520691), ('resource_dependence', 0.3467954397201538)]"
125,divisions,0.23830321,"[('interdependence', 0.37556740641593933), ('vertical', 0.3719401955604553), ('diversification', 0.3624538779258728)]"
126,performance,0.2382884,"[('diversification', 0.4842637777328491), ('control', 0.46366173028945923), ('external', 0.3766641318798065)]"
127,local,0.23826306,"[('external', 0.37385639548301697), ('cooperation', 0.3610385060310364), ('joint_venture', 0.3340487480163574)]"
128,banks,0.23807342,"[('director_interlocks', 0.3453570306301117), ('interlock', 0.34483736753463745), ('board_directors', 0.3348228633403778)]"
129,strategic_alliances,0.23805736,"[('joint_venture', 0.4698610007762909), ('cooperation', 0.3986722230911255), ('diversify', 0.32013702392578125)]"
130,create,0.23791544,"[('constrain', 0.42736005783081055), ('diversify', 0.3849527835845947), ('external', 0.3475489914417267)]"
131,large,0.23790985,"[('control', 0.41490042209625244), ('power', 0.34351491928100586), ('diversification', 0.3411049246788025)]"
132,suppliers,0.23789893,"[('external', 0.3922247886657715), ('joint_venture', 0.3609555661678314), ('exchange', 0.33781588077545166)]"
133,authority,0.23784827,"[('power', 0.5920073986053467), ('control', 0.4427308738231659), ('influence', 0.4317810535430908)]"
134,upstream_downstream,0.23742644,"[('diversify', 0.40122824907302856), ('interdependent', 0.38889360427856445), ('interdependence', 0.3872160017490387)]"
135,institutions,0.23739484,"[('resource_dependence', 0.3416622579097748), ('external', 0.3319041132926941), ('influence', 0.3046489357948303)]"
136,administrative,0.23733859,"[('control', 0.406488835811615), ('resource_dependence', 0.3809264600276947), ('external', 0.37892991304397583)]"
137,hence,0.2372815,"[('constraint', 0.4182317852973938), ('dependent', 0.3349762558937073), ('control', 0.3136020302772522)]"
138,technology,0.23727195,"[('control', 0.41461262106895447), ('diversification', 0.3596310317516327), ('interdependence', 0.35022756457328796)]"
139,case,0.23722216,"[('control', 0.3861221671104431), ('constraint', 0.38094770908355713), ('joint_venture', 0.34132957458496094)]"
140,mutual,0.23709008,"[('cooperation', 0.5136101841926575), ('interdependence', 0.4611275792121887), ('exchange', 0.40736281871795654)]"
141,autonomous,0.2370565,"[('interdependent', 0.48659810423851013), ('merge', 0.3570568561553955), ('power', 0.32829415798187256)]"
142,trading,0.23702753,"[('exchange', 0.4829379916191101), ('joint_venture', 0.3548739552497864), ('network', 0.3493903577327728)]"
143,while,0.23677984,"[('control', 0.4554084241390228), ('influence', 0.33914992213249207), ('external', 0.33840352296829224)]"
144,interests,0.23655082,"[('coalition', 0.3904203772544861), ('board_directors', 0.3629148602485657), ('power', 0.34312382340431213)]"
145,management,0.23648982,"[('control', 0.5094418525695801), ('board_directors', 0.41016489267349243), ('joint_venture', 0.3607723116874695)]"
146,interlocks_corporate,0.23642257,"[('interlocking', 0.3935776352882385), ('director_interlocks', 0.3627311885356903), ('resource_dependence', 0.34825068712234497)]"
147,constrained,0.23633628,"[('constrain', 0.56882643699646), ('constraint', 0.5370246171951294), ('dependent', 0.3783152103424072)]"
148,conglomerate,0.23621987,"[('diversification', 0.6544054746627808), ('merger', 0.5393122434616089), ('diversify', 0.4599502682685852)]"
149,nature,0.23620832,"[('interdependence', 0.4119263291358948), ('external', 0.39008593559265137), ('interdependent', 0.3782033920288086)]"
150,functional,0.235951,"[('interdependence', 0.43633851408958435), ('vertical', 0.3631443381309509), ('diversification', 0.35873961448669434)]"
151,industries,0.23594059,"[('diversification', 0.4753301739692688), ('diversify', 0.3802528381347656), ('joint_venture', 0.3639274835586548)]"
152,quarterly_interlocking_directorates,0.23578446,"[('resource_dependence', 0.4409046173095703), ('interlocking', 0.407603919506073), ('dependence', 0.36818307638168335)]"
153,ventures,0.23571695,"[('joint_venture', 0.5706815719604492), ('diversification', 0.45302337408065796), ('diversify', 0.4180881679058075)]"
154,governmental,0.2355176,"[('influence', 0.36316463351249695), ('external', 0.34742385149002075), ('pressure', 0.3448694944381714)]"
155,unit,0.23518555,"[('control', 0.35202282667160034), ('network', 0.3404098451137543), ('network', 0.3404098451137543)]"
156,group,0.23514915,"[('control', 0.4426790773868561), ('influence', 0.3651738166809082), ('board_directors', 0.33759912848472595)]"
157,reconstitute_tie,0.2351213,"[('interlock', 0.5118299126625061), ('interlocking', 0.3666209280490875), ('control', 0.30785226821899414)]"
158,them,0.2349788,"[('control', 0.3399296998977661), ('external', 0.33281955122947693), ('cooperate', 0.31206372380256653)]"
159,connections,0.23481157,"[('interlocking', 0.4813453257083893), ('network', 0.44650760293006897), ('network', 0.44650760293006897)]"
160,dependency,0.23480418,"[('dependence', 0.7652326822280884), ('dependent', 0.5456817150115967), ('interdependence', 0.42060720920562744)]"
161,mergers_joint_ventures,0.2345875,"[('director_interlocks', 0.4220176041126251), ('diversify', 0.3459242284297943), ('resource_dependence', 0.31678348779678345)]"
162,interlocking_corporate,0.23457512,"[('interlocking', 0.41602498292922974), ('interlock', 0.3958449959754944), ('network', 0.39119550585746765)]"
163,vertical_horizontal,0.23436905,"[('horizontal', 0.5577225089073181), ('vertical', 0.5473718643188477), ('interdependence', 0.40321964025497437)]"
164,regulatory,0.23431133,"[('control', 0.3859595060348511), ('resource_dependence', 0.3474091589450836), ('external', 0.3461599349975586)]"
165,established,0.23420341,"[('diversify', 0.3290705680847168), ('dominance', 0.31205713748931885), ('external', 0.29840126633644104)]"
166,other_hand,0.23420082,"[('external', 0.35697871446609497), ('control', 0.3260914087295532), ('influence', 0.32156944274902344)]"
167,coordinating,0.23405112,"[('interdependent', 0.40990349650382996), ('network', 0.3408010005950928), ('network', 0.3408010005950928)]"
168,effectively,0.23366922,"[('control', 0.3777940571308136), ('cooperate', 0.33305129408836365), ('pressure', 0.32470256090164185)]"
169,global,0.23349124,"[('interdependence', 0.4200248718261719), ('interdependent', 0.3836495280265808), ('diversification', 0.3826315104961395)]"
170,some,0.23342751,"[('control', 0.4371999502182007), ('power', 0.32589438557624817), ('influence', 0.3240254521369934)]"
171,manufacturing,0.23332368,"[('diversification', 0.45993003249168396), ('control', 0.382400780916214), ('joint_venture', 0.3705274760723114)]"
172,foreign,0.23326041,"[('exchange', 0.4974910616874695), ('joint_venture', 0.45947766304016113), ('external', 0.4220157861709595)]"
173,economy,0.23306164,"[('exchange', 0.42384839057922363), ('diversification', 0.3996313214302063), ('power', 0.32453811168670654)]"
174,shareholding,0.23303859,"[('director_interlocks', 0.3988439738750458), ('interlock', 0.3593143820762634), ('network', 0.3391587436199188)]"
175,others,0.23303175,"[('influence', 0.41022351384162903), ('external', 0.39446553587913513), ('control', 0.37567269802093506)]"
176,resource_allocation,0.23302317,"[('control', 0.42311573028564453), ('diversification', 0.37330344319343567), ('power', 0.3369176387786865)]"
177,businesses,0.2327093,"[('diversification', 0.5258591771125793), ('diversify', 0.517465353012085), ('joint_venture', 0.3683962821960449)]"
178,because,0.2325934,"[('control', 0.43493959307670593), ('power', 0.31825119256973267), ('constraint', 0.3085344433784485)]"
179,interlocked,0.23247053,"[('interlocking', 0.5491999983787537), ('interlock', 0.4547072649002075), ('interdependent', 0.3986150026321411)]"
180,interlocking_directorate,0.23243043,"[('interlocking', 0.5501859188079834), ('interlock', 0.49522271752357483), ('network', 0.434234619140625)]"
181,production,0.23242943,"[('control', 0.48835664987564087), ('exchange', 0.3607065975666046), ('diversification', 0.3383523225784302)]"
182,enterprises,0.23239829,"[('joint_venture', 0.4405507445335388), ('board_directors', 0.38005101680755615), ('diversification', 0.3506592810153961)]"
183,develop,0.23219168,"[('diversify', 0.405955046415329), ('merge', 0.3483680784702301), ('cooperation', 0.34552261233329773)]"
184,flow,0.23212437,"[('network', 0.4667700529098511), ('network', 0.4667700529098511), ('exchange', 0.42234647274017334)]"
185,company,0.23205866,"[('board_directors', 0.5006322264671326), ('joint_venture', 0.41421186923980713), ('control', 0.39836472272872925)]"
186,size,0.23204991,"[('control', 0.4055253565311432), ('diversification', 0.3910192847251892), ('power', 0.3317902088165283)]"
187,formal,0.23200078,"[('control', 0.3730708956718445), ('external', 0.3594251275062561), ('network', 0.3580223321914673)]"
188,elites,0.23196073,"[('power', 0.4100078344345093), ('coalition', 0.3919263482093811), ('dominance', 0.3602592945098877)]"
189,suppliers_customers,0.23196039,"[('external', 0.35161346197128296), ('director_interlocks', 0.3317829966545105), ('resource_dependence', 0.32872748374938965)]"
