,term,cosine_sim_with_core, closest_terms_from_core
7,death_rates,0.24750829,"[('death_rate', 0.6986305117607117), ('population', 0.435499906539917), ('density', 0.401042103767395)]"
8,densities,0.2505621,"[('density', 0.7442010641098022), ('failure_rate', 0.42320987582206726), ('population', 0.40257665514945984)]"
9,density,0.32274133,"[('density', 0.9999998807907104), ('failure_rate', 0.5560634136199951), ('population', 0.48758047819137573)]"
10,ecological,0.30266413,"[('ecological', 0.9999998807907104), ('ecology', 0.6858106851577759), ('population_ecology', 0.4651451110839844)]"
11,ecologists,0.29656944,"[('ecological', 0.5636458396911621), ('ecology', 0.5444374084472656), ('population_ecology', 0.45982450246810913)]"
12,ecology,0.2920235,"[('ecology', 1.0), ('ecological', 0.6858106851577759), ('evolution', 0.4856095016002655)]"
13,entry_exit,0.24218889,"[('competition', 0.45264971256256104), ('evolution', 0.3789021968841553), ('population_ecology', 0.3661266565322876)]"
14,evolution,0.37579232,"[('evolution', 0.9999998807907104), ('evolutionary', 0.7379711866378784), ('natural_selection', 0.5138029456138611)]"
15,evolutionary,0.33824205,"[('evolutionary', 1.0000001192092896), ('evolution', 0.7379711866378784), ('natural_selection', 0.6906414031982422)]"
16,expansion_contraction,0.24460502,"[('failure_rate', 0.3621810972690582), ('evolution', 0.35875192284584045), ('niche', 0.35305073857307434)]"
17,failure,0.27058998,"[('failure_rate', 0.49618151783943176), ('structural_inertia', 0.42580360174179077), ('inertia', 0.4137282967567444)]"
18,failures,0.229057,"[('failure_rate', 0.48476964235305786), ('inertia', 0.33808761835098267), ('organizational_form', 0.3270786702632904)]"
19,fitness,0.25412986,"[('fitness', 1.0), ('evolutionary', 0.44982632994651794), ('natural_selection', 0.4282344579696655)]"
20,founding,0.33149886,"[('density', 0.5347802639007568), ('failure_rate', 0.5161663889884949), ('evolution', 0.4951264262199402)]"
21,generalist,0.29946965,"[('generalist', 1.0000001192092896), ('specialist', 0.6545769572257996), ('niche', 0.49918973445892334)]"
22,generalists,0.2922689,"[('generalist', 0.7259302139282227), ('specialist', 0.5553990602493286), ('niche', 0.5368324518203735)]"
23,imprinting,0.2742211,"[('evolutionary', 0.49031102657318115), ('evolution', 0.4711812734603882), ('natural_selection', 0.4508168697357178)]"
24,inertia,0.34224176,"[('inertia', 1.0), ('inertial', 0.6259135007858276), ('structural_inertia', 0.6157774925231934)]"
25,inertial,0.26759294,"[('inertial', 1.000000238418579), ('inertia', 0.6259135007858276), ('structural_inertia', 0.5043458938598633)]"
26,legitimacy,0.27489826,"[('legitimacy', 1.0), ('legitimate', 0.5918924808502197), ('organizational_form', 0.43609464168548584)]"
27,liabilities_newness,0.28432834,"[('structural_inertia', 0.5323165059089661), ('population_ecology', 0.5208760499954224), ('inertia', 0.42508721351623535)]"
28,liability_adolescence,0.27246624,"[('failure_rate', 0.45992928743362427), ('structural_inertia', 0.4576430916786194), ('population_ecology', 0.4444137513637543)]"
29,liability_newness,0.32476544,"[('structural_inertia', 0.6620146036148071), ('population_ecology', 0.5603656768798828), ('failure_rate', 0.5025783777236938)]"
30,localized,0.24231325,"[('organizational_form', 0.40140500664711), ('density', 0.34740620851516724), ('generalist', 0.34097176790237427)]"
31,localized_competition,0.31426063,"[('population_ecology', 0.4930558502674103), ('failure_rate', 0.4488644003868103), ('competition', 0.44199511408805847)]"
32,mortality,0.262425,"[('death_rate', 0.5796154141426086), ('population', 0.43626564741134644), ('population_ecology', 0.41275426745414734)]"
33,niche,0.33424583,"[('niche', 0.9999998807907104), ('carrying_capacity', 0.5168653726577759), ('generalist', 0.49918973445892334)]"
34,niches,0.30752236,"[('niche', 0.8066392540931702), ('generalist', 0.4877208173274994), ('competition', 0.4677737355232239)]"
35,organizational_change,0.32309896,"[('structural_inertia', 0.6191889047622681), ('inertia', 0.5520977973937988), ('resistance_change', 0.5135389566421509)]"
36,organizational_form,0.3495138,"[('organizational_form', 1.0), ('population_ecology', 0.5335390567779541), ('evolution', 0.4632829427719116)]"
37,organizational_forms,0.32266268,"[('organizational_form', 0.7719498872756958), ('evolution', 0.5277172327041626), ('population_ecology', 0.481760174036026)]"
38,population,0.2917082,"[('population', 0.9999999403953552), ('density', 0.48758047819137573), ('carrying_capacity', 0.42857295274734497)]"
39,populations,0.26076302,"[('population', 0.6956421136856079), ('density', 0.40320566296577454), ('carrying_capacity', 0.3839012086391449)]"
40,red_queen,0.27465412,"[('evolutionary', 0.5047649145126343), ('evolution', 0.4715496301651001), ('natural_selection', 0.42457878589630127)]"
41,resistance_change,0.22598603,"[('resistance_change', 0.9999998211860657), ('inertia', 0.5601037740707397), ('structural_inertia', 0.436300665140152)]"
42,resource_partitioning,0.36244017,"[('niche', 0.5826089382171631), ('generalist', 0.5706450939178467), ('population_ecology', 0.5529214143753052)]"
43,selection,0.29991117,"[('selection', 1.0), ('selection', 1.0), ('natural_selection', 0.4270097017288208)]"
44,size_localized,0.30166268,"[('density', 0.5810502171516418), ('failure_rate', 0.5080366134643555), ('competition', 0.4832698106765747)]"
45,specialist,0.27181557,"[('specialist', 1.0000001192092896), ('generalist', 0.6545769572257996), ('niche', 0.4173741340637207)]"
46,specialization,0.23525055,"[('generalist', 0.45496270060539246), ('specialist', 0.42706575989723206), ('competition', 0.38303157687187195)]"
47,survival,0.30702496,"[('evolution', 0.3985558748245239), ('failure_rate', 0.39460086822509766), ('organizational_form', 0.38522279262542725)]"
48,survive,0.27091935,"[('chance_survival', 0.4094427824020386), ('natural_selection', 0.408765971660614), ('population_ecology', 0.3397042751312256)]"
49,viability,0.2606817,"[('legitimacy', 0.4328547716140747), ('organizational_form', 0.37317195534706116), ('ecological', 0.3581770956516266)]"
